"fish_sample_id","impoundment_code","sample_date","gear_description","location","units_of_effort","effort_description","species","length","length_category","weight","group_count"
"90408","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #40","16.00000","Hours","Freshwater Drum","335","Q-P","346","1"
"90408","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #40","16.00000","Hours","Freshwater Drum","246","S-Q","134","1"
"90408","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #40","16.00000","Hours","Freshwater Drum","307","Q-P","283","1"
"90408","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #40","16.00000","Hours","Freshwater Drum","254","S-Q","164","1"
"90408","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #40","16.00000","Hours","Freshwater Drum","315","Q-P","306","1"
"90408","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #40","16.00000","Hours","Freshwater Drum","246","S-Q","147","1"
"90384","EUCL","2021-10-07","GILL NET-CORE PANEL","Sample Grid #46","16.00000","Hours","Freshwater Drum","205","S-Q","59","1"
"90379","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #29","20.00000","Hours","Freshwater Drum","374","Q-P","476","1"
"90379","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #29","20.00000","Hours","Freshwater Drum","230","S-Q","127","1"
"90376","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #34","19.25000","Hours","Freshwater Drum","265","S-Q","204","1"
"90376","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #34","19.25000","Hours","Freshwater Drum","200","S-Q","94","1"
"90373","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #45","18.75000","Hours","Freshwater Drum","255","S-Q","151","1"
"90373","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #45","18.75000","Hours","Freshwater Drum","260","S-Q","164","1"
"90373","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #45","18.75000","Hours","Freshwater Drum","266","S-Q","192","1"
"90373","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #45","18.75000","Hours","Freshwater Drum","267","S-Q","190","1"
"90373","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #45","18.75000","Hours","Freshwater Drum","237","S-Q","132","1"
"90373","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #45","18.75000","Hours","Freshwater Drum","213","S-Q","91","1"
"90369","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #77","17.75000","Hours","Freshwater Drum","286","S-Q","240","1"
"90369","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #77","17.75000","Hours","Freshwater Drum","294","S-Q","262","1"
"90369","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #77","17.75000","Hours","Freshwater Drum","154","SS","36","1"
"90369","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #77","17.75000","Hours","Freshwater Drum","129","SS","25","1"
"90369","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #77","17.75000","Hours","Freshwater Drum","265","S-Q","189","1"
"90369","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #77","17.75000","Hours","Freshwater Drum","200","S-Q","85","1"
"90365","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #74","17.25000","Hours","Freshwater Drum","356","Q-P","466","1"
"90365","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #74","17.25000","Hours","Freshwater Drum","272","S-Q","203","1"
"90365","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #74","17.25000","Hours","Freshwater Drum","291","S-Q","247","1"
"90364","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #66","16.75000","Hours","Freshwater Drum","143","SS","27","1"
"90357","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #75","22.00000","Hours","Freshwater Drum","145","SS","30","1"
"90356","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #187","23.00000","Hours","Freshwater Drum","228","S-Q","115","1"
"90354","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #145","22.50000","Hours","Freshwater Drum","308","Q-P","320","1"
"90353","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #118","22.00000","Hours","Freshwater Drum","345","Q-P","450","1"
"90352","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #76","21.00000","Hours","Freshwater Drum","172","SS","55","1"
"90352","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #76","21.00000","Hours","Freshwater Drum","188","SS","65","1"
"90328","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #99","19.00000","Hours","Freshwater Drum","286","S-Q","249","1"
"90328","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #99","19.00000","Hours","Freshwater Drum","130","SS","","1"
"90327","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #77","19.00000","Hours","Freshwater Drum","150","SS","","1"
"90324","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #103","19.00000","Hours","Freshwater Drum","458","P-M","1247","1"
"90324","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #103","19.00000","Hours","Freshwater Drum","418","P-M","846","1"
"90324","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #103","19.00000","Hours","Freshwater Drum","378","Q-P","633","1"
"90324","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #103","19.00000","Hours","Freshwater Drum","425","P-M","1005","1"
"90321","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #125","19.00000","Hours","Freshwater Drum","375","Q-P","604","1"
"90321","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #125","19.00000","Hours","Freshwater Drum","130","SS","","1"
"90321","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #125","19.00000","Hours","Freshwater Drum","490","P-M","1518","1"
"90320","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #83","19.00000","Hours","Freshwater Drum","110","SS","","1"
"90320","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #83","19.00000","Hours","Freshwater Drum","130","SS","","1"
"90271","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #150","18.00000","Hours","Freshwater Drum","130","SS","","2"
"90270","WILR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #295","19.00000","Hours","Freshwater Drum","371","Q-P","545","1"
"90262","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #265","18.00000","Hours","Freshwater Drum","130","SS","","1"
"90262","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #265","18.00000","Hours","Freshwater Drum","140","SS","","2"
"90252","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #351","18.00000","Hours","Freshwater Drum","430","P-M","","1"
"90252","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #351","18.00000","Hours","Freshwater Drum","370","Q-P","","1"
"90247","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #150","24.00000","Hours","Freshwater Drum","240","S-Q","175","1"
"90243","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #167","23.00000","Hours","Freshwater Drum","390","P-M","690","1"
"90243","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #167","23.00000","Hours","Freshwater Drum","482","P-M","860","1"
"90243","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #167","23.00000","Hours","Freshwater Drum","312","Q-P","215","1"
"90243","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #167","23.00000","Hours","Freshwater Drum","384","P-M","440","1"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","501","P-M","1646","1"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","457","P-M","1136","1"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","458","P-M","1131","1"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","478","P-M","1162","1"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","140","SS","","2"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","130","SS","","1"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","390","P-M","665","1"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","160","SS","","1"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours","Freshwater Drum","120","SS","","1"
"90211","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #178","19.00000","Hours","Freshwater Drum","130","SS","","1"
"90211","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #178","19.00000","Hours","Freshwater Drum","120","SS","","2"
"90180","JFWB","2021-10-21","GILL NET-CORE PANEL","Sample Grid #75","24.00000","Hours","Freshwater Drum","255","S-Q","187","1"
"90175","CDBR","2021-10-25","GILL NET-CORE PANEL","Sample Grid #241","19.25000","Hours","Freshwater Drum","390","P-M","","1"
"90171","CDBR","2021-10-25","GILL NET-CORE PANEL","Sample Grid #151","17.00000","Hours","Freshwater Drum","210","S-Q","","1"
"90171","CDBR","2021-10-25","GILL NET-CORE PANEL","Sample Grid #151","17.00000","Hours","Freshwater Drum","310","Q-P","","1"
"90158","TCRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #342","24.00000","Hours","Freshwater Drum","215","S-Q","114","1"
"90134","TCRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #190","24.00000","Hours","Freshwater Drum","362","Q-P","637","1"
"90133","TCRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #179","24.00000","Hours","Freshwater Drum","332","Q-P","512","1"
"90123","CGRR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #111","18.00000","Hours","Freshwater Drum","349","Q-P","484","1"
"90121","CGRR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #146","18.00000","Hours","Freshwater Drum","308","Q-P","377","1"
"90121","CGRR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #146","18.00000","Hours","Freshwater Drum","120","SS","","1"
"90118","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #114","24.00000","Hours","Freshwater Drum","358","Q-P","698","1"
"90116","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #186","24.00000","Hours","Freshwater Drum","308","Q-P","318","1"
"90116","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #186","24.00000","Hours","Freshwater Drum","375","Q-P","649","1"
"90115","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #161","24.00000","Hours","Freshwater Drum","359","Q-P","557","1"
"90114","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #172","24.00000","Hours","Freshwater Drum","380","P-M","665","1"
"90114","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #172","24.00000","Hours","Freshwater Drum","378","Q-P","811","1"
"90114","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #172","24.00000","Hours","Freshwater Drum","125","SS","27","1"
"90101","CGRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #63","18.00000","Hours","Freshwater Drum","462","P-M","1223","1"
"90098","CGRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #165","18.00000","Hours","Freshwater Drum","120","SS","","1"
"90087","TCRR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #488","24.00000","Hours","Freshwater Drum","436","P-M","1123","1"
"90086","TCRR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #541","24.00000","Hours","Freshwater Drum","259","S-Q","182","1"
"90085","TCRR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #556","24.00000","Hours","Freshwater Drum","393","P-M","737","1"
"90076","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #250","19.00000","Hours","Freshwater Drum","250","S-Q","150","1"
"90075","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #217","19.00000","Hours","Freshwater Drum","265","S-Q","","1"
"90075","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #217","19.00000","Hours","Freshwater Drum","170","SS","","2"
"90075","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #217","19.00000","Hours","Freshwater Drum","225","S-Q","","2"
"90074","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #201","19.00000","Hours","Freshwater Drum","210","S-Q","","3"
"90070","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #105","19.00000","Hours","Freshwater Drum","195","SS","","1"
"90070","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #105","19.00000","Hours","Freshwater Drum","130","SS","","1"
"90067","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #109","19.00000","Hours","Freshwater Drum","220","S-Q","120","1"
"90067","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #109","19.00000","Hours","Freshwater Drum","255","S-Q","220","1"
"90066","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #90","19.00000","Hours","Freshwater Drum","175","SS","","1"
"90066","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #90","19.00000","Hours","Freshwater Drum","215","S-Q","","1"
"90066","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #90","19.00000","Hours","Freshwater Drum","140","SS","","1"
"90058","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #26","19.00000","Hours","Freshwater Drum","225","S-Q","110","1"
"90058","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #26","19.00000","Hours","Freshwater Drum","235","S-Q","130","1"
"90053","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #32","19.00000","Hours","Freshwater Drum","200","S-Q","84","1"
"90042","JRDR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #286","19.00000","Hours","Freshwater Drum","463","P-M","1280","1"
"90038","JRDR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #436","19.00000","Hours","Freshwater Drum","368","Q-P","620","1"
"90032","CGRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #41","18.00000","Hours","Freshwater Drum","376","Q-P","695","1"
"90032","CGRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #41","18.00000","Hours","Freshwater Drum","460","P-M","1452","1"
"90022","MILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #628","20.00000","Hours","Freshwater Drum","232","S-Q","148","1"
"90021","MILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #235","20.00000","Hours","Freshwater Drum","274","S-Q","208","1"
"89999","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #519","20.00000","Hours","Freshwater Drum","100","SS","","2"
"89999","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #519","20.00000","Hours","Freshwater Drum","120","SS","","1"
"89999","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #519","20.00000","Hours","Freshwater Drum","449","P-M","1025","1"
"89999","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #519","20.00000","Hours","Freshwater Drum","370","Q-P","542","1"
"89998","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #494","20.00000","Hours","Freshwater Drum","140","SS","","2"
"89997","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #385","20.00000","Hours","Freshwater Drum","435","P-M","930","1"
"89997","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #385","20.00000","Hours","Freshwater Drum","130","SS","","2"
"89997","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #385","20.00000","Hours","Freshwater Drum","150","SS","","1"
"89997","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #385","20.00000","Hours","Freshwater Drum","120","SS","","1"
"89997","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #385","20.00000","Hours","Freshwater Drum","140","SS","","1"
"89996","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #374","20.00000","Hours","Freshwater Drum","393","P-M","694","1"
"89996","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #374","20.00000","Hours","Freshwater Drum","210","S-Q","88","1"
"89995","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #342","20.00000","Hours","Freshwater Drum","440","P-M","1075","1"
"89995","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #342","20.00000","Hours","Freshwater Drum","130","SS","","1"
"89995","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #342","20.00000","Hours","Freshwater Drum","130","SS","","1"
"89990","GELR","2021-10-29","GILL NET-CORE PANEL","Sample Grid #464","22.00000","Hours","Freshwater Drum","422","P-M","890","1"
"89989","GELR","2021-10-29","GILL NET-CORE PANEL","Sample Grid #430","22.00000","Hours","Freshwater Drum","120","SS","","1"
"89989","GELR","2021-10-29","GILL NET-CORE PANEL","Sample Grid #430","22.00000","Hours","Freshwater Drum","130","SS","","1"
"89988","GELR","2021-10-29","GILL NET-CORE PANEL","Sample Grid #413","22.00000","Hours","Freshwater Drum","460","P-M","1070","1"
"89983","CHNR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #196","20.00000","Hours","Freshwater Drum","244","S-Q","164","1"
"89981","CHNR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #243","19.00000","Hours","Freshwater Drum","281","S-Q","248","1"
"89970","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #158","18.00000","Hours","Freshwater Drum","392","P-M","770","1"
"89970","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #158","18.00000","Hours","Freshwater Drum","230","S-Q","136","1"
"89969","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #161","18.00000","Hours","Freshwater Drum","223","S-Q","126","1"
"89969","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #161","18.00000","Hours","Freshwater Drum","362","Q-P","550","1"
"89969","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #161","18.00000","Hours","Freshwater Drum","120","SS","","1"
"89968","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #163","18.00000","Hours","Freshwater Drum","177","SS","78","1"
"89966","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #84","18.00000","Hours","Freshwater Drum","401","P-M","830","1"
"89965","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","18.00000","Hours","Freshwater Drum","376","Q-P","644","1"
"89965","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","18.00000","Hours","Freshwater Drum","372","Q-P","664","1"
"89965","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","18.00000","Hours","Freshwater Drum","190","SS","78","1"
"89965","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","18.00000","Hours","Freshwater Drum","161","SS","38","1"
"89965","EKCR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","18.00000","Hours","Freshwater Drum","143","SS","30","1"
"89956","JRDR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #537","19.00000","Hours","Freshwater Drum","361","Q-P","556","1"
"89955","JRDR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #466","19.00000","Hours","Freshwater Drum","196","SS","120","1"
"89955","JRDR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #466","19.00000","Hours","Freshwater Drum","372","Q-P","610","1"
"89948","JRDR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #576","19.25000","Hours","Freshwater Drum","185","SS","60","1"
"89937","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #104","16.00000","Hours","Freshwater Drum","334","Q-P","406","1"
"89937","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #104","16.00000","Hours","Freshwater Drum","390","P-M","736","1"
"89937","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #104","16.00000","Hours","Freshwater Drum","352","Q-P","506","1"
"89937","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #104","16.00000","Hours","Freshwater Drum","346","Q-P","512","1"
"89937","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #104","16.00000","Hours","Freshwater Drum","295","S-Q","302","1"
"89936","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #91","16.00000","Hours","Freshwater Drum","163","SS","42","1"
"89936","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #91","16.00000","Hours","Freshwater Drum","148","SS","26","1"
"89935","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #71","16.00000","Hours","Freshwater Drum","405","P-M","662","1"
"89935","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #71","16.00000","Hours","Freshwater Drum","138","SS","24","1"
"89934","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #80","16.00000","Hours","Freshwater Drum","238","S-Q","160","1"
"89934","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #80","16.00000","Hours","Freshwater Drum","297","S-Q","318","1"
"89934","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #80","16.00000","Hours","Freshwater Drum","171","SS","52","1"
"89933","EKCR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #55","16.00000","Hours","Freshwater Drum","398","P-M","770","1"
"89882","GNCC","2021-10-19","GILL NET-CORE PANEL","Sample Grid #82","19.75000","Hours","Freshwater Drum","130","SS","","1"
"89878","GNCC","2021-10-19","GILL NET-CORE PANEL","Sample Grid #87","19.50000","Hours","Freshwater Drum","299","S-Q","260","1"
"89859","GNCC","2021-10-15","GILL NET-CORE PANEL","Sample Grid #200","19.75000","Hours","Freshwater Drum","316","Q-P","370","1"
"89858","GNCC","2021-10-15","GILL NET-CORE PANEL","Sample Grid #166","19.50000","Hours","Freshwater Drum","256","S-Q","290","1"
"89857","GNCC","2021-10-15","GILL NET-CORE PANEL","Sample Grid #134","19.25000","Hours","Freshwater Drum","310","Q-P","330","1"
"89857","GNCC","2021-10-15","GILL NET-CORE PANEL","Sample Grid #134","19.25000","Hours","Freshwater Drum","327","Q-P","370","1"
"89838","JFWA","2021-10-22","GILL NET-CORE PANEL","Sample Grid #8","24.00000","Hours","Freshwater Drum","188","SS","92","1"
"89819","JFWA","2021-10-22","GILL NET-CORE PANEL","Sample Grid #7","24.00000","Hours","Freshwater Drum","213","S-Q","114","1"
"89816","JFWA","2021-10-22","GILL NET-CORE PANEL","Sample Grid #38","24.00000","Hours","Freshwater Drum","148","SS","","1"
"89797","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #152","20.00000","Hours","Freshwater Drum","320","Q-P","367","1"
"89796","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #108","20.00000","Hours","Freshwater Drum","350","Q-P","490","1"
"89796","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #108","20.00000","Hours","Freshwater Drum","309","Q-P","323","1"
"89796","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #108","20.00000","Hours","Freshwater Drum","210","S-Q","99","1"
"89796","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #108","20.00000","Hours","Freshwater Drum","266","S-Q","194","1"
"89795","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #141","20.00000","Hours","Freshwater Drum","192","SS","70","1"
"89794","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #170","20.00000","Hours","Freshwater Drum","272","S-Q","201","1"
"89794","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #170","20.00000","Hours","Freshwater Drum","270","S-Q","219","1"
"89794","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #170","20.00000","Hours","Freshwater Drum","302","Q-P","375","1"
"89793","MARR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #183","20.00000","Hours","Freshwater Drum","260","S-Q","188","1"
"89781","KANR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #57","18.00000","Hours","Freshwater Drum","203","S-Q","70","1"
"89777","KANR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #53","17.00000","Hours","Freshwater Drum","182","SS","49","1"
"89776","KANR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","17.00000","Hours","Freshwater Drum","465","P-M","1286","1"
"89776","KANR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","17.00000","Hours","Freshwater Drum","468","P-M","1150","1"
"89776","KANR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","17.00000","Hours","Freshwater Drum","455","P-M","1037","1"
"89776","KANR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #109","17.00000","Hours","Freshwater Drum","475","P-M","1321","1"
"89773","MARR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #245","20.00000","Hours","Freshwater Drum","318","Q-P","321","1"
"89765","MARR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #302","20.00000","Hours","Freshwater Drum","242","S-Q","152","1"
"89760","KANR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #88","18.00000","Hours","Freshwater Drum","180","SS","","1"
"89760","KANR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #88","18.00000","Hours","Freshwater Drum","245","S-Q","162","1"
"89760","KANR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #88","18.00000","Hours","Freshwater Drum","185","SS","65","1"
"89759","KANR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #68","18.00000","Hours","Freshwater Drum","135","SS","23","1"
"89755","MARR","2021-10-21","GILL NET-CORE PANEL","Sample Grid #319","20.00000","Hours","Freshwater Drum","220","S-Q","90","1"
"89743","MARR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #204","20.00000","Hours","Freshwater Drum","200","S-Q","82","1"
"89743","MARR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #204","20.00000","Hours","Freshwater Drum","351","Q-P","499","1"
"89743","MARR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #204","20.00000","Hours","Freshwater Drum","209","S-Q","90","1"
"89737","MILR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #648","20.00000","Hours","Freshwater Drum","333","Q-P","428","1"
"89736","MARR","2021-10-19","GILL NET-CORE PANEL","Sample Grid #132","20.00000","Hours","Freshwater Drum","354","Q-P","468","1"
"89729","GELR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #510","21.00000","Hours","Freshwater Drum","390","P-M","724","1"
"89728","GELR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #484","21.00000","Hours","Freshwater Drum","400","P-M","656","1"
"89698","GELR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #535","21.00000","Hours","Freshwater Drum","140","SS","","1"
"89690","GELR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #432","21.00000","Hours","Freshwater Drum","140","SS","","1"
"89665","TCRP","2021-10-09","GILL NET-CORE PANEL","Sample Grid #88","24.00000","Hours","Freshwater Drum","527","M-T","1577","1"
"89664","TCRP","2021-10-09","GILL NET-CORE PANEL","Sample Grid #34","24.00000","Hours","Freshwater Drum","228","S-Q","137","1"
"89663","TCRP","2021-10-09","GILL NET-CORE PANEL","Sample Grid #51","24.00000","Hours","Freshwater Drum","410","P-M","848","1"
"89575","M20B","2021-10-19","GILL NET-CORE PANEL","Sample Grid #15","17.00000","Hours","Freshwater Drum","373","Q-P","712","1"
"89541","HRCA","2021-10-14","GILL NET-CORE PANEL","Sample Grid #224","18.00000","Hours","Freshwater Drum","376","Q-P","505","1"
