"fish_sample_id","impoundment_code","sample_date","gear_description","location","units_of_effort","effort_description"
"90499","KANR","2021-11-10","GILL NET-CORE PANEL","Sample Grid #209","18.00000","Hours"
"90498","CDBR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #127","19.00000","Hours"
"90496","CDBR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #141","18.50000","Hours"
"90494","FLRR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #99","16.00000","Hours"
"90493","WEBR","2021-10-06","GILL NET-CORE PANEL","Sample Grid #102","17.75000","Hours"
"90491","FLRR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #90","16.00000","Hours"
"90490","FLRR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #83","16.00000","Hours"
"90488","PERR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #452","20.00000","Hours"
"90485","PERR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #454","20.00000","Hours"
"90483","PERR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #446","20.00000","Hours"
"90480","PERR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #500","19.00000","Hours"
"90475","KANR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #196","19.00000","Hours"
"90474","PERR","2021-10-27","GILL NET-CORE PANEL","Sample Grid #420","18.00000","Hours"
"90473","KANR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #180","18.00000","Hours"
"90472","KANR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #124","18.00000","Hours"
"90471","KANR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #144","17.00000","Hours"
"90470","KANR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #128","17.00000","Hours"
"90466","FLRR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #61","16.00000","Hours"
"90465","CDBR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #233","20.00000","Hours"
"90464","FLRR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #51","16.00000","Hours"
"90463","FLRR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #41","16.00000","Hours"
"90462","CDBR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #236","19.25000","Hours"
"90456","BGHR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #18","18.00000","Hours"
"90455","BGHR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #17","18.00000","Hours"
"90454","BGHR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #33","18.00000","Hours"
"90453","BGHR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #47","18.00000","Hours"
"90452","CDBR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #266","19.00000","Hours"
"90451","BGHR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #29","18.00000","Hours"
"90449","CDBR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #239","18.50000","Hours"
"90441","BGHR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #60","18.00000","Hours"
"90440","BGHR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #76","18.00000","Hours"
"90439","BGHR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #73","18.00000","Hours"
"90438","BGHR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #56","18.00000","Hours"
"90437","BGHR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #57","18.00000","Hours"
"90433","WILR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #32","19.00000","Hours"
"90432","WILR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #37","19.00000","Hours"
"90431","WILR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #45","18.00000","Hours"
"90430","WILR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #46","18.00000","Hours"
"90429","WILR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #72","17.00000","Hours"
"90428","WILR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #102","17.00000","Hours"
"90425","ALCA","2021-11-04","GILL NET-CORE PANEL","SOUTH","18.00000","Hours"
"90424","ALCA","2021-11-04","GILL NET-CORE PANEL","MID-LAKE","18.00000","Hours"
"90423","ALCA","2021-11-04","GILL NET-CORE PANEL","NORTH","18.00000","Hours"
"90421","WEBR","2021-10-06","GILL NET-CORE PANEL","Sample Grid #100","17.00000","Hours"
"90416","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #117","16.00000","Hours"
"90415","ALCB","2021-11-04","GILL NET-CORE PANEL","UNKNOWN","18.00000","Hours"
"90414","ALCB","2021-11-04","GILL NET-CORE PANEL","ALL SHORELINE","18.00000","Hours"
"90413","ALCB","2021-11-04","GILL NET-CORE PANEL","ALL LAKE","18.00000","Hours"
"90411","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #52","16.00000","Hours"
"90410","CDBR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #342","19.50000","Hours"
"90409","CDBR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #309","19.00000","Hours"
"90408","EUCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #40","16.00000","Hours"
"90407","CDBR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #294","18.50000","Hours"
"90406","CDBR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #268","18.00000","Hours"
"90402","WILR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #129","19.00000","Hours"
"90401","WILR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #113","19.00000","Hours"
"90400","WILR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #116","18.00000","Hours"
"90399","WILR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #124","18.00000","Hours"
"90398","WILR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #173","17.00000","Hours"
"90397","WILR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #184","17.00000","Hours"
"90394","OLCB","2021-10-14","GILL NET-CORE PANEL","Sample Grid #15","20.00000","Hours"
"90393","OLCB","2021-10-14","GILL NET-CORE PANEL","Sample Grid #5","20.00000","Hours"
"90392","OLCB","2021-10-14","GILL NET-CORE PANEL","Sample Grid #12","20.00000","Hours"
"90391","OLCB","2021-10-14","GILL NET-CORE PANEL","Sample Grid #7","20.00000","Hours"
"90388","EUCL","2021-10-07","GILL NET-CORE PANEL","Sample Grid #121","16.00000","Hours"
"90387","EUCL","2021-10-07","GILL NET-CORE PANEL","Sample Grid #86","16.00000","Hours"
"90384","EUCL","2021-10-07","GILL NET-CORE PANEL","Sample Grid #46","16.00000","Hours"
"90379","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #29","20.00000","Hours"
"90376","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #34","19.25000","Hours"
"90375","CDBR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #355","20.50000","Hours"
"90374","CDBR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #325","18.50000","Hours"
"90373","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #45","18.75000","Hours"
"90372","CDBR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #316","18.00000","Hours"
"90371","CDBR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #302","17.50000","Hours"
"90370","GDCL","2021-10-12","GILL NET-CORE PANEL","Sample Grid #58","20.00000","Hours"
"90369","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #77","17.75000","Hours"
"90368","GDCL","2021-10-12","GILL NET-CORE PANEL","Sample Grid #41","20.00000","Hours"
"90367","GDCL","2021-10-12","GILL NET-CORE PANEL","Sample Grid #35","20.00000","Hours"
"90366","GDCL","2021-10-12","GILL NET-CORE PANEL","Sample Grid #36","20.00000","Hours"
"90365","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #74","17.25000","Hours"
"90364","WEBR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #66","16.75000","Hours"
"90359","HWCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #6","16.00000","Hours"
"90358","HWCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #25","16.00000","Hours"
"90357","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #75","22.00000","Hours"
"90356","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #187","23.00000","Hours"
"90355","HWCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #32","16.00000","Hours"
"90354","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #145","22.50000","Hours"
"90353","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #118","22.00000","Hours"
"90352","CLTR","2021-10-22","GILL NET-CORE PANEL","Sample Grid #76","21.00000","Hours"
"90350","HWCL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #24","16.00000","Hours"
"90345","LVSL","2021-10-21","GILL NET-CORE PANEL","Sample Grid #52","20.00000","Hours"
"90344","LVSL","2021-10-21","GILL NET-CORE PANEL","Sample Grid #80","20.00000","Hours"
"90342","LVSL","2021-10-21","GILL NET-CORE PANEL","Sample Grid #100","20.00000","Hours"
"90340","LVSL","2021-10-21","GILL NET-CORE PANEL","Sample Grid #12","19.00000","Hours"
"90339","LVSL","2021-10-21","GILL NET-CORE PANEL","Sample Grid #39","19.00000","Hours"
"90337","LVSL","2021-10-21","GILL NET-CORE PANEL","Sample Grid #21","20.00000","Hours"
"90332","MOCL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #61","16.00000","Hours"
"90331","MOCL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #67","16.00000","Hours"
"90330","MOCL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #51","16.00000","Hours"
"90329","MOCL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #96","16.00000","Hours"
"90328","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #99","19.00000","Hours"
"90327","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #77","19.00000","Hours"
"90324","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #103","19.00000","Hours"
"90321","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #125","19.00000","Hours"
"90320","GELR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #83","19.00000","Hours"
"90317","ROSL","2021-10-11","GILL NET-CORE PANEL","Sample Grid #30","16.50000","Hours"
"90316","ROSL","2021-10-11","GILL NET-CORE PANEL","Sample Grid #20","16.25000","Hours"
"90315","SBCA","2021-10-20","GILL NET-CORE PANEL","Sample Grid #18","23.00000","Hours"
"90313","SBCA","2021-10-20","GILL NET-CORE PANEL","Sample Grid #81","21.00000","Hours"
"90312","ROSL","2021-10-11","GILL NET-CORE PANEL","Sample Grid #21","16.25000","Hours"
"90310","SBCA","2021-10-20","GILL NET-CORE PANEL","Sample Grid #5","22.00000","Hours"
"90308","ROSL","2021-10-11","GILL NET-CORE PANEL","Sample Grid #11","16.00000","Hours"
"90307","SBCA","2021-10-20","GILL NET-CORE PANEL","Sample Grid #15","22.00000","Hours"
"90305","MOCL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #90","16.00000","Hours"
"90304","MOCL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #79","16.00000","Hours"
"90303","HOCB","2021-10-19","GILL NET-CORE PANEL","Sample Grid #18","22.00000","Hours"
"90301","HOCB","2021-10-19","GILL NET-CORE PANEL","Sample Grid #7","22.00000","Hours"
"90299","HOCB","2021-10-19","GILL NET-CORE PANEL","Sample Grid #13","21.00000","Hours"
"90297","HOCB","2021-10-19","GILL NET-CORE PANEL","Sample Grid #34","21.00000","Hours"
"90292","WILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #259","19.00000","Hours"
"90291","WILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #275","19.00000","Hours"
"90290","WILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #235","18.00000","Hours"
"90289","WILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #221","18.00000","Hours"
"90288","WILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #238","17.00000","Hours"
"90287","WILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #219","17.00000","Hours"
"90285","NBOL","2021-10-18","GILL NET-CORE PANEL","Sample Grid #11","20.00000","Hours"
"90283","NBOL","2021-10-18","GILL NET-CORE PANEL","Sample Grid #21","19.00000","Hours"
"90281","NBOL","2021-10-18","GILL NET-CORE PANEL","Sample Grid #19","18.00000","Hours"
"90279","NBOL","2021-10-18","GILL NET-CORE PANEL","Sample Grid #4","20.00000","Hours"
"90271","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #150","18.00000","Hours"
"90270","WILR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #295","19.00000","Hours"
"90269","WILR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #320","19.00000","Hours"
"90268","WILR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #321","18.00000","Hours"
"90267","WILR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #323","18.00000","Hours"
"90266","WILR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #381","17.00000","Hours"
"90265","WILR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #399","17.00000","Hours"
"90264","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #248","18.00000","Hours"
"90262","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #265","18.00000","Hours"
"90261","BRSL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #1","23.00000","Hours"
"90260","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #306","18.00000","Hours"
"90258","BRSL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #14","24.00000","Hours"
"90256","BRSL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #37","24.00000","Hours"
"90254","BRSL","2021-10-15","GILL NET-CORE PANEL","Sample Grid #27","24.00000","Hours"
"90252","GELR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #351","18.00000","Hours"
"90251","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #159","24.00000","Hours"
"90250","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #120","24.00000","Hours"
"90249","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #127","24.00000","Hours"
"90247","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #150","24.00000","Hours"
"90245","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #147","24.00000","Hours"
"90243","BROX","2021-10-13","GILL NET-CORE PANEL","Sample Grid #167","23.00000","Hours"
"90240","HOCC","2021-10-08","GILL NET-CORE PANEL","Sample Grid #266","24.00000","Hours"
"90238","HOCC","2021-10-08","GILL NET-CORE PANEL","Sample Grid #198","23.00000","Hours"
"90237","HOCC","2021-10-08","GILL NET-CORE PANEL","Sample Grid #137","23.50000","Hours"
"90234","HOCC","2021-10-08","GILL NET-CORE PANEL","Sample Grid #99","23.00000","Hours"
"90232","PVSP","2021-10-01","GILL NET-CORE PANEL","Sample Grid #33","17.75000","Hours"
"90231","HOCC","2021-10-06","GILL NET-CORE PANEL","Sample Grid #231","19.00000","Hours"
"90229","HOCC","2021-10-06","GILL NET-CORE PANEL","Sample Grid #240","19.00000","Hours"
"90228","PVSP","2021-10-01","GILL NET-CORE PANEL","Sample Grid #50","18.00000","Hours"
"90226","HOCC","2021-10-06","GILL NET-CORE PANEL","Sample Grid #278","18.00000","Hours"
"90224","HOCC","2021-10-06","GILL NET-CORE PANEL","Sample Grid #105","17.00000","Hours"
"90222","PVSP","2021-10-01","GILL NET-CORE PANEL","Sample Grid #27","17.25000","Hours"
"90221","PVSP","2021-10-01","GILL NET-CORE PANEL","Sample Grid #45","17.25000","Hours"
"90220","GDCL","2021-10-12","GILL NET-CORE PANEL","Sample Grid #27","20.00000","Hours"
"90219","GDCL","2021-10-12","GILL NET-CORE PANEL","Sample Grid #9","20.00000","Hours"
"90216","SPCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #9","20.00000","Hours"
"90215","SPCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #17","20.00000","Hours"
"90214","SPCL","2021-10-08","GILL NET-CORE PANEL","Sample Grid #12","20.00000","Hours"
"90213","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #319","19.00000","Hours"
"90212","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #349","19.00000","Hours"
"90211","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #178","19.00000","Hours"
"90210","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #179","19.00000","Hours"
"90205","GELR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #358","19.00000","Hours"
"90201","LXLX","2021-10-06","GILL NET-CORE PANEL","Sample Grid #11","20.00000","Hours"
"90199","LXLX","2021-10-06","GILL NET-CORE PANEL","Sample Grid #15","20.00000","Hours"
"90198","LXLX","2021-10-06","GILL NET-CORE PANEL","Sample Grid #9","20.00000","Hours"
"90196","CDBR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #159","19.00000","Hours"
"90194","CDBR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #172","18.50000","Hours"
"90193","CDBR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #190","18.00000","Hours"
"90192","CDBR","2021-10-26","GILL NET-CORE PANEL","Sample Grid #197","17.50000","Hours"
"90189","LGCL","2021-10-14","GILL NET-CORE PANEL","Sample Grid #5","17.25000","Hours"
"90188","LGCL","2021-10-14","GILL NET-CORE PANEL","Sample Grid #4","17.25000","Hours"
"90187","LGCL","2021-10-14","GILL NET-CORE PANEL","Sample Grid #8","17.25000","Hours"
"90182","JFWB","2021-10-21","GILL NET-CORE PANEL","Sample Grid #169","24.00000","Hours"
"90181","JFWB","2021-10-21","GILL NET-CORE PANEL","Sample Grid #148","24.00000","Hours"
"90180","JFWB","2021-10-21","GILL NET-CORE PANEL","Sample Grid #75","24.00000","Hours"
"90179","JFWB","2021-10-21","GILL NET-CORE PANEL","Sample Grid #193","24.00000","Hours"
"90175","CDBR","2021-10-25","GILL NET-CORE PANEL","Sample Grid #241","19.25000","Hours"
"90174","CDBR","2021-10-25","GILL NET-CORE PANEL","Sample Grid #196","18.50000","Hours"
"90172","CDBR","2021-10-25","GILL NET-CORE PANEL","Sample Grid #167","18.50000","Hours"
"90171","CDBR","2021-10-25","GILL NET-CORE PANEL","Sample Grid #151","17.00000","Hours"
"90167","SCSL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #21","17.00000","Hours"
"90166","SCSL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #25","16.00000","Hours"
"90165","SCSL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #37","15.50000","Hours"
"90164","SCSL","2021-10-20","GILL NET-CORE PANEL","Sample Grid #12","15.00000","Hours"
"90158","TCRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #342","24.00000","Hours"
"90157","TCRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #370","24.00000","Hours"
"90156","TCRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #275","24.00000","Hours"
"90155","TCRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #318","24.00000","Hours"
"90154","TCRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #293","24.00000","Hours"
"90151","SCSL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #55","17.00000","Hours"
"90150","SCSL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #65","17.50000","Hours"
"90144","TORR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #141","16.00000","Hours"
"90143","TORR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #130","16.00000","Hours"
"90142","TORR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #119","16.00000","Hours"
"90141","TORR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #97","16.00000","Hours"
"90134","TCRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #190","24.00000","Hours"
"90133","TCRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #179","24.00000","Hours"
"90132","TCRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #256","24.00000","Hours"
"90131","TCRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #225","24.00000","Hours"
"90130","TCRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #209","24.00000","Hours"
"90124","CGRR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #129","18.00000","Hours"
"90123","CGRR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #111","18.00000","Hours"
"90122","CGRR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #144","18.00000","Hours"
"90121","CGRR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #146","18.00000","Hours"
"90120","CGRR","2021-11-09","GILL NET-CORE PANEL","Sample Grid #160","18.00000","Hours"
"90118","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #114","24.00000","Hours"
"90117","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #93","24.00000","Hours"
"90116","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #186","24.00000","Hours"
"90115","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #161","24.00000","Hours"
"90114","TCRR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #172","24.00000","Hours"
"90102","CGRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #85","18.00000","Hours"
"90101","CGRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #63","18.00000","Hours"
"90100","CGRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #61","18.00000","Hours"
"90099","CGRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #163","18.00000","Hours"
"90098","CGRR","2021-11-04","GILL NET-CORE PANEL","Sample Grid #165","18.00000","Hours"
"90095","MOCA","2021-10-21","GILL NET-CORE PANEL","Sample Grid #12","16.00000","Hours"
"90094","MOCA","2021-10-21","GILL NET-CORE PANEL","Sample Grid #11","16.00000","Hours"
"90093","MOCA","2021-10-21","GILL NET-CORE PANEL","Sample Grid #15","16.00000","Hours"
"90090","MOCA","2021-10-21","GILL NET-CORE PANEL","Sample Grid #9","16.00000","Hours"
"90087","TCRR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #488","24.00000","Hours"
"90086","TCRR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #541","24.00000","Hours"
"90085","TCRR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #556","24.00000","Hours"
"90084","TCRR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #559","24.00000","Hours"
"90083","TCRR","2021-11-01","GILL NET-CORE PANEL","Sample Grid #558","24.00000","Hours"
"90077","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #231","19.00000","Hours"
"90076","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #250","19.00000","Hours"
"90075","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #217","19.00000","Hours"
"90074","WLFC","2021-11-04","GILL NET-CORE PANEL","Sample Grid #201","19.00000","Hours"
"90073","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #151","19.00000","Hours"
"90072","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #197","19.00000","Hours"
"90071","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #194","19.00000","Hours"
"90070","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #105","19.00000","Hours"
"90067","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #109","19.00000","Hours"
"90066","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #90","19.00000","Hours"
"90065","WLFC","2021-11-03","GILL NET-CORE PANEL","Sample Grid #60","19.00000","Hours"
"90061","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #158","19.00000","Hours"
"90060","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #116","19.00000","Hours"
"90059","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #79","19.00000","Hours"
"90058","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #26","19.00000","Hours"
"90057","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #36","19.00000","Hours"
"90053","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #32","19.00000","Hours"
"90051","WLFC","2021-11-02","GILL NET-CORE PANEL","Sample Grid #15","19.00000","Hours"
"90049","SCSL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #43","18.50000","Hours"
"90048","SCSL","2021-10-19","GILL NET-CORE PANEL","Sample Grid #45","18.00000","Hours"
"90042","JRDR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #286","19.00000","Hours"
"90041","JRDR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #136","19.00000","Hours"
"90040","JRDR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #161","19.00000","Hours"
"90039","JRDR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #338","19.00000","Hours"
"90038","JRDR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #436","19.00000","Hours"
"90037","JRDR","2021-11-05","GILL NET-CORE PANEL","Sample Grid #517","19.00000","Hours"
"90032","CGRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #41","18.00000","Hours"
"90031","CGRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #67","18.00000","Hours"
"90030","CGRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #47","18.00000","Hours"
"90029","CGRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #28","18.00000","Hours"
"90028","CGRR","2021-11-03","GILL NET-CORE PANEL","Sample Grid #56","18.00000","Hours"
"90023","MILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #539","20.00000","Hours"
"90022","MILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #628","20.00000","Hours"
"90021","MILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #235","20.00000","Hours"
"90020","MILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #203","20.00000","Hours"
"90019","MILR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #167","20.00000","Hours"
"90018","BNCL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #126","21.00000","Hours"
"90017","BNCL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #101","21.00000","Hours"
"90016","BNCL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #49","21.00000","Hours"
"90015","BNCL","2021-11-05","GILL NET-CORE PANEL","Sample Grid #55","21.00000","Hours"
"90010","BNCL","2021-11-04","GILL NET-CORE PANEL","Sample Grid #195","22.00000","Hours"
"90009","BNCL","2021-11-04","GILL NET-CORE PANEL","Sample Grid #242","22.00000","Hours"
"90008","BNCL","2021-11-04","GILL NET-CORE PANEL","Sample Grid #308","22.00000","Hours"
"90007","BNCL","2021-11-04","GILL NET-CORE PANEL","Sample Grid #201","22.00000","Hours"
"89999","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #519","20.00000","Hours"
"89998","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #494","20.00000","Hours"
"89997","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #385","20.00000","Hours"
"89996","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #374","20.00000","Hours"
"89995","GELR","2021-11-02","GILL NET-CORE PANEL","Sample Grid #342","20.00000","Hours"
"89990","GELR","2021-10-29","GILL NET-CORE PANEL","Sample Grid #464","22.00000","Hours"
"89989","GELR","2021-10-29","GILL NET-CORE PANEL","Sample Grid #430","22.00000","Hours"
"89988","GELR","2021-10-29","GILL NET-CORE PANEL","Sample Grid #413","22.00000","Hours"
